file,Chamber,incapacitation,date,group,rep,genotype,cross,set_id,backg_id,Gname
2021-04-09_RNAi-36304-2_group1_22,22,117.198,2021-04-09,group1,2,36304,NA,36304_NA,"NA","NA"
2021-04-09_RNAi-36304-2_group1_23,23,73.515,2021-04-09,group1,2,36304,NA,36304_NA,"NA","NA"
2021-04-09_RNAi-36304-2_group1_24,24,40.548,2021-04-09,group1,2,36304,NA,36304_NA,"NA","NA"
2021-04-09_RNAi-36304-2_group1_26,26,128.235,2021-04-09,group1,2,36304,NA,36304_NA,"NA","NA"
2021-04-09_RNAi-36304-2_group1_27,27,34.389,2021-04-09,group1,2,36304,NA,36304_NA,"NA","NA"
2021-04-09_RNAi-36304-2_group1_28,28,116.121,2021-04-09,group1,2,36304,NA,36304_NA,"NA","NA"
2021-04-09_RNAi-36304-2_group1_29,29,242.269,2021-04-09,group1,2,36304,NA,36304_NA,"NA","NA"
2021-04-09_RNAi-36304-2_group1_30,30,87.175,2021-04-09,group1,2,36304,NA,36304_NA,"NA","NA"
2021-04-09_RNAi-55316.3954-2_group1_20,20,140.257,2021-04-09,group1,2,55316,3954,55316_3954,attP40,Mvl
2021-04-09_RNAi-55316.3954-2_group1_21,21,224.144,2021-04-09,group1,2,55316,3954,55316_3954,attP40,Mvl
2021-04-09_RNAi-55316.3954-2_group1_22,22,244.204,2021-04-09,group1,2,55316,3954,55316_3954,attP40,Mvl
2021-04-09_RNAi-55316.3954-2_group1_23,23,97.41,2021-04-09,group1,2,55316,3954,55316_3954,attP40,Mvl
2021-04-09_RNAi-55316.3954-2_group1_24,24,91.326,2021-04-09,group1,2,55316,3954,55316_3954,attP40,Mvl
2021-04-09_RNAi-55316.3954-2_group1_26,26,109.476,2021-04-09,group1,2,55316,3954,55316_3954,attP40,Mvl
2021-04-09_RNAi-55316.3954-2_group1_27,27,131.444,2021-04-09,group1,2,55316,3954,55316_3954,attP40,Mvl
2021-04-09_RNAi-55316.3954-2_group1_28,28,133.078,2021-04-09,group1,2,55316,3954,55316_3954,attP40,Mvl
2021-04-09_RNAi-55316.3954-2_group1_29,29,112,2021-04-09,group1,2,55316,3954,55316_3954,attP40,Mvl
2021-04-09_RNAi-55316.3954-2_group1_30,30,228.528,2021-04-09,group1,2,55316,3954,55316_3954,attP40,Mvl
2021-04-09_RNAi-60071.25750-2_group1_20,20,195.382,2021-04-09,group1,2,60071,25750,60071_25750,attP40,FBgn0038850
2021-04-09_RNAi-60071.25750-2_group1_21,21,89.373,2021-04-09,group1,2,60071,25750,60071_25750,attP40,FBgn0038850
2021-04-09_RNAi-60071.25750-2_group1_22,22,109.202,2021-04-09,group1,2,60071,25750,60071_25750,attP40,FBgn0038850
2021-04-09_RNAi-60071.25750-2_group1_23,23,113.388,2021-04-09,group1,2,60071,25750,60071_25750,attP40,FBgn0038850
2021-04-09_RNAi-60071.25750-2_group1_24,24,93.516,2021-04-09,group1,2,60071,25750,60071_25750,attP40,FBgn0038850
2021-04-09_RNAi-60071.25750-2_group1_26,26,97.091,2021-04-09,group1,2,60071,25750,60071_25750,attP40,FBgn0038850
2021-04-09_RNAi-60071.25750-2_group1_27,27,151.258,2021-04-09,group1,2,60071,25750,60071_25750,attP40,FBgn0038850
2021-04-09_RNAi-60071.25750-2_group1_28,28,117.168,2021-04-09,group1,2,60071,25750,60071_25750,attP40,FBgn0038850
2021-04-09_RNAi-60071.25750-2_group1_29,29,89.373,2021-04-09,group1,2,60071,25750,60071_25750,attP40,FBgn0038850
2021-04-09_RNAi-60071.25750-2_group1_30,30,113.388,2021-04-09,group1,2,60071,25750,60071_25750,attP40,FBgn0038850
2021-04-10_RNAi-60071.3954-2_group1_20,20,274.189,2021-04-10,group1,2,60071,3954,60071_3954,attP40,FBgn0038850
2021-04-10_RNAi-60071.3954-2_group1_21,21,228.509,2021-04-10,group1,2,60071,3954,60071_3954,attP40,FBgn0038850
2021-04-10_RNAi-60071.3954-2_group1_22,22,224.58,2021-04-10,group1,2,60071,3954,60071_3954,attP40,FBgn0038850
2021-04-10_RNAi-60071.3954-2_group1_23,23,172.366,2021-04-10,group1,2,60071,3954,60071_3954,attP40,FBgn0038850
2021-04-10_RNAi-60071.3954-2_group1_24,24,133.138,2021-04-10,group1,2,60071,3954,60071_3954,attP40,FBgn0038850
2021-04-10_RNAi-60071.3954-2_group1_26,26,217.262,2021-04-10,group1,2,60071,3954,60071_3954,attP40,FBgn0038850
2021-04-10_RNAi-60071.3954-2_group1_27,27,156.51,2021-04-10,group1,2,60071,3954,60071_3954,attP40,FBgn0038850
2021-04-10_RNAi-60071.3954-2_group1_28,28,157.015,2021-04-10,group1,2,60071,3954,60071_3954,attP40,FBgn0038850
2021-04-10_RNAi-60071.3954-2_group1_29,29,158.161,2021-04-10,group1,2,60071,3954,60071_3954,attP40,FBgn0038850
2021-04-10_RNAi-60071.3954-2_group1_30,30,152.03,2021-04-10,group1,2,60071,3954,60071_3954,attP40,FBgn0038850
2021-04-13_RNAi-32871.25750-3_group1_17,17,230.283,2021-04-13,group1,3,32871,25750,32871_25750,attP2,Cortactin
2021-04-13_RNAi-32871.25750-3_group1_18,18,166.482,2021-04-13,group1,3,32871,25750,32871_25750,attP2,Cortactin
2021-04-13_RNAi-32871.25750-3_group1_19,19,197.069,2021-04-13,group1,3,32871,25750,32871_25750,attP2,Cortactin
2021-04-13_RNAi-32871.25750-3_group1_20,20,140.267,2021-04-13,group1,3,32871,25750,32871_25750,attP2,Cortactin
2021-04-13_RNAi-32871.25750-3_group1_21,21,137.152,2021-04-13,group1,3,32871,25750,32871_25750,attP2,Cortactin
2021-04-13_RNAi-32871.25750-3_group1_29,29,192.165,2021-04-13,group1,3,32871,25750,32871_25750,attP2,Cortactin
2021-04-13_RNAi-32871.25750-3_group1_30,30,141.421,2021-04-13,group1,3,32871,25750,32871_25750,attP2,Cortactin
2021-04-13_RNAi-32871.25750-3_group1_31,31,186.287,2021-04-13,group1,3,32871,25750,32871_25750,attP2,Cortactin
2021-04-13_RNAi-32871.25750-3_group1_32,32,133.427,2021-04-13,group1,3,32871,25750,32871_25750,attP2,Cortactin
2021-04-13_RNAi-32871.25750-3_group1_33,33,144.239,2021-04-13,group1,3,32871,25750,32871_25750,attP2,Cortactin
2021-04-13_RNAi-32871.51941-3_group1_17,17,133.349,2021-04-13,group1,3,32871,51941,32871_51941,attP2,Cortactin
2021-04-13_RNAi-32871.51941-3_group1_18,18,136.198,2021-04-13,group1,3,32871,51941,32871_51941,attP2,Cortactin
2021-04-13_RNAi-32871.51941-3_group1_19,19,162.443,2021-04-13,group1,3,32871,51941,32871_51941,attP2,Cortactin
2021-04-13_RNAi-32871.51941-3_group1_20,20,66.311,2021-04-13,group1,3,32871,51941,32871_51941,attP2,Cortactin
2021-04-13_RNAi-32871.51941-3_group1_21,21,187.16,2021-04-13,group1,3,32871,51941,32871_51941,attP2,Cortactin
2021-04-13_RNAi-32871.51941-3_group1_29,29,135.164,2021-04-13,group1,3,32871,51941,32871_51941,attP2,Cortactin
2021-04-13_RNAi-32871.51941-3_group1_30,30,122.397,2021-04-13,group1,3,32871,51941,32871_51941,attP2,Cortactin
2021-04-13_RNAi-32871.51941-3_group1_31,31,70.164,2021-04-13,group1,3,32871,51941,32871_51941,attP2,Cortactin
2021-04-13_RNAi-32871.51941-3_group1_32,32,146.381,2021-04-13,group1,3,32871,51941,32871_51941,attP2,Cortactin
2021-04-13_RNAi-32871.51941-3_group1_33,33,130.055,2021-04-13,group1,3,32871,51941,32871_51941,attP2,Cortactin
2021-04-13_RNAi-33646.51941-3_group1_17,17,168.521,2021-04-13,group1,3,33646,51941,33646_51941,attP2,Atpalpha
2021-04-13_RNAi-33646.51941-3_group1_18,18,168.521,2021-04-13,group1,3,33646,51941,33646_51941,attP2,Atpalpha
2021-04-13_RNAi-33646.51941-3_group1_19,19,173.523,2021-04-13,group1,3,33646,51941,33646_51941,attP2,Atpalpha
2021-04-13_RNAi-33646.51941-3_group1_20,20,177.397,2021-04-13,group1,3,33646,51941,33646_51941,attP2,Atpalpha
2021-04-13_RNAi-33646.51941-3_group1_21,21,167.318,2021-04-13,group1,3,33646,51941,33646_51941,attP2,Atpalpha
2021-04-13_RNAi-33646.51941-3_group1_29,29,150.338,2021-04-13,group1,3,33646,51941,33646_51941,attP2,Atpalpha
2021-04-13_RNAi-33646.51941-3_group1_30,30,76.245,2021-04-13,group1,3,33646,51941,33646_51941,attP2,Atpalpha
2021-04-13_RNAi-33646.51941-3_group1_31,31,102.914,2021-04-13,group1,3,33646,51941,33646_51941,attP2,Atpalpha
2021-04-13_RNAi-33646.51941-3_group1_32,32,119.669,2021-04-13,group1,3,33646,51941,33646_51941,attP2,Atpalpha
2021-04-13_RNAi-33646.51941-3_group1_33,33,135.022,2021-04-13,group1,3,33646,51941,33646_51941,attP2,Atpalpha
2021-04-13_RNAi-35027.25750-3_group1_17,17,227.048,2021-04-13,group1,3,35027,25750,35027_25750,attP2,FBgn0038853
2021-04-13_RNAi-35027.25750-3_group1_18,18,200.264,2021-04-13,group1,3,35027,25750,35027_25750,attP2,FBgn0038853
2021-04-13_RNAi-35027.25750-3_group1_19,19,217.203,2021-04-13,group1,3,35027,25750,35027_25750,attP2,FBgn0038853
2021-04-13_RNAi-35027.25750-3_group1_20,20,215.465,2021-04-13,group1,3,35027,25750,35027_25750,attP2,FBgn0038853
2021-04-13_RNAi-35027.25750-3_group1_21,21,154.143,2021-04-13,group1,3,35027,25750,35027_25750,attP2,FBgn0038853
2021-04-13_RNAi-35027.25750-3_group1_29,29,194.469,2021-04-13,group1,3,35027,25750,35027_25750,attP2,FBgn0038853
2021-04-13_RNAi-35027.25750-3_group1_30,30,206.432,2021-04-13,group1,3,35027,25750,35027_25750,attP2,FBgn0038853
2021-04-13_RNAi-35027.25750-3_group1_31,31,164.398,2021-04-13,group1,3,35027,25750,35027_25750,attP2,FBgn0038853
2021-04-13_RNAi-35027.25750-3_group1_32,32,174.431,2021-04-13,group1,3,35027,25750,35027_25750,attP2,FBgn0038853
2021-04-13_RNAi-35027.25750-3_group1_33,33,205.266,2021-04-13,group1,3,35027,25750,35027_25750,attP2,FBgn0038853
2021-04-13_RNAi-36303-3_group1_17,17,297.09,2021-04-13,group1,3,36303,NA,36303_NA,"NA","NA"
2021-04-13_RNAi-36303-3_group1_18,18,211.442,2021-04-13,group1,3,36303,NA,36303_NA,"NA","NA"
2021-04-13_RNAi-36303-3_group1_19,19,183.409,2021-04-13,group1,3,36303,NA,36303_NA,"NA","NA"
2021-04-13_RNAi-36303-3_group1_20,20,134.437,2021-04-13,group1,3,36303,NA,36303_NA,"NA","NA"
2021-04-13_RNAi-36303-3_group1_21,21,136.501,2021-04-13,group1,3,36303,NA,36303_NA,"NA","NA"
2021-04-13_RNAi-36303-3_group1_29,29,119.44,2021-04-13,group1,3,36303,NA,36303_NA,"NA","NA"
2021-04-13_RNAi-36303-3_group1_30,30,114.403,2021-04-13,group1,3,36303,NA,36303_NA,"NA","NA"
2021-04-13_RNAi-36303-3_group1_31,31,109.41,2021-04-13,group1,3,36303,NA,36303_NA,"NA","NA"
2021-04-13_RNAi-36303-3_group1_32,32,166.31,2021-04-13,group1,3,36303,NA,36303_NA,"NA","NA"
2021-04-13_RNAi-36303-3_group1_33,33,124.207,2021-04-13,group1,3,36303,NA,36303_NA,"NA","NA"
2021-04-14_RNAi-32913.51941-3_group1_17,17,174.216,2021-04-14,group1,3,32913,51941,32913_51941,attP2,Atpalpha
2021-04-14_RNAi-32913.51941-3_group1_18,18,145.556,2021-04-14,group1,3,32913,51941,32913_51941,attP2,Atpalpha
2021-04-14_RNAi-32913.51941-3_group1_19,19,123.217,2021-04-14,group1,3,32913,51941,32913_51941,attP2,Atpalpha
2021-04-14_RNAi-32913.51941-3_group1_20,20,79.228,2021-04-14,group1,3,32913,51941,32913_51941,attP2,Atpalpha
2021-04-14_RNAi-32913.51941-3_group1_30,30,130.548,2021-04-14,group1,3,32913,51941,32913_51941,attP2,Atpalpha
2021-04-14_RNAi-32913.51941-3_group1_31,31,73.152,2021-04-14,group1,3,32913,51941,32913_51941,attP2,Atpalpha
2021-04-14_RNAi-32913.51941-3_group1_32,32,91.17,2021-04-14,group1,3,32913,51941,32913_51941,attP2,Atpalpha
2021-04-14_RNAi-32913.51941-3_group1_33,33,109.501,2021-04-14,group1,3,32913,51941,32913_51941,attP2,Atpalpha
2021-04-14_RNAi-35027.25750-3_group2_17,17,216.268,2021-04-14,group2,3,35027,25750,35027_25750,attP2,FBgn0038853
2021-04-14_RNAi-35027.25750-3_group2_18,18,201.483,2021-04-14,group2,3,35027,25750,35027_25750,attP2,FBgn0038853
2021-04-14_RNAi-35027.25750-3_group2_19,19,177.254,2021-04-14,group2,3,35027,25750,35027_25750,attP2,FBgn0038853
2021-04-14_RNAi-35027.25750-3_group2_20,20,158.26,2021-04-14,group2,3,35027,25750,35027_25750,attP2,FBgn0038853
2021-04-14_RNAi-35027.25750-3_group2_21,21,160.438,2021-04-14,group2,3,35027,25750,35027_25750,attP2,FBgn0038853
2021-04-14_RNAi-35027.25750-3_group2_29,29,128.416,2021-04-14,group2,3,35027,25750,35027_25750,attP2,FBgn0038853
2021-04-14_RNAi-35027.25750-3_group2_30,30,136.211,2021-04-14,group2,3,35027,25750,35027_25750,attP2,FBgn0038853
2021-04-14_RNAi-35027.25750-3_group2_31,31,111.208,2021-04-14,group2,3,35027,25750,35027_25750,attP2,FBgn0038853
2021-04-14_RNAi-35027.25750-3_group2_32,32,173.314,2021-04-14,group2,3,35027,25750,35027_25750,attP2,FBgn0038853
2021-04-14_RNAi-35027.25750-3_group2_33,33,99.275,2021-04-14,group2,3,35027,25750,35027_25750,attP2,FBgn0038853
2021-04-14_RNAi-35027.51941-3_group1_17,17,176.675,2021-04-14,group1,3,35027,51941,35027_51941,attP2,FBgn0038853
2021-04-14_RNAi-35027.51941-3_group1_18,18,153.24,2021-04-14,group1,3,35027,51941,35027_51941,attP2,FBgn0038853
2021-04-14_RNAi-35027.51941-3_group1_19,19,137.515,2021-04-14,group1,3,35027,51941,35027_51941,attP2,FBgn0038853
2021-04-14_RNAi-35027.51941-3_group1_20,20,84.218,2021-04-14,group1,3,35027,51941,35027_51941,attP2,FBgn0038853
2021-04-14_RNAi-35027.51941-3_group1_21,21,126.092,2021-04-14,group1,3,35027,51941,35027_51941,attP2,FBgn0038853
2021-04-14_RNAi-35027.51941-3_group1_29,29,100.147,2021-04-14,group1,3,35027,51941,35027_51941,attP2,FBgn0038853
2021-04-14_RNAi-35027.51941-3_group1_30,30,146.501,2021-04-14,group1,3,35027,51941,35027_51941,attP2,FBgn0038853
2021-04-14_RNAi-35027.51941-3_group1_31,31,137.515,2021-04-14,group1,3,35027,51941,35027_51941,attP2,FBgn0038853
2021-04-14_RNAi-35027.51941-3_group1_32,32,85.43,2021-04-14,group1,3,35027,51941,35027_51941,attP2,FBgn0038853
2021-04-14_RNAi-35027.51941-3_group1_33,33,75.449,2021-04-14,group1,3,35027,51941,35027_51941,attP2,FBgn0038853
2021-04-14_RNAi-36304-2_group1_20,20,129.003,2021-04-14,group1,2,36304,NA,36304_NA,"NA","NA"
2021-04-14_RNAi-36304-2_group1_21,21,125.328,2021-04-14,group1,2,36304,NA,36304_NA,"NA","NA"
2021-04-14_RNAi-36304-2_group1_22,22,133.587,2021-04-14,group1,2,36304,NA,36304_NA,"NA","NA"
2021-04-14_RNAi-36304-2_group1_23,23,112.37,2021-04-14,group1,2,36304,NA,36304_NA,"NA","NA"
2021-04-14_RNAi-36304-2_group1_24,24,122.505,2021-04-14,group1,2,36304,NA,36304_NA,"NA","NA"
2021-04-14_RNAi-36304-2_group1_26,26,113.5,2021-04-14,group1,2,36304,NA,36304_NA,"NA","NA"
2021-04-14_RNAi-36304-2_group1_27,27,152.43,2021-04-14,group1,2,36304,NA,36304_NA,"NA","NA"
2021-04-14_RNAi-36304-2_group1_28,28,144.449,2021-04-14,group1,2,36304,NA,36304_NA,"NA","NA"
2021-04-14_RNAi-36304-2_group1_29,29,98.524,2021-04-14,group1,2,36304,NA,36304_NA,"NA","NA"
2021-04-14_RNAi-36304-2_group1_30,30,166.08,2021-04-14,group1,2,36304,NA,36304_NA,"NA","NA"
2021-04-14_RNAi-55183.25750-2_group1_20,20,136.483,2021-04-14,group1,2,55183,25750,55183_25750,attP40,r-1
2021-04-14_RNAi-55183.25750-2_group1_21,21,207.257,2021-04-14,group1,2,55183,25750,55183_25750,attP40,r-1
2021-04-14_RNAi-55183.25750-2_group1_22,22,203.399,2021-04-14,group1,2,55183,25750,55183_25750,attP40,r-1
2021-04-14_RNAi-55183.25750-2_group1_23,23,161.132,2021-04-14,group1,2,55183,25750,55183_25750,attP40,r-1
2021-04-14_RNAi-55183.25750-2_group1_24,24,154.579,2021-04-14,group1,2,55183,25750,55183_25750,attP40,r-1
2021-04-14_RNAi-55183.25750-2_group1_26,26,118.325,2021-04-14,group1,2,55183,25750,55183_25750,attP40,r-1
2021-04-14_RNAi-55183.25750-2_group1_27,27,230.536,2021-04-14,group1,2,55183,25750,55183_25750,attP40,r-1
2021-04-14_RNAi-55183.25750-2_group1_28,28,109.112,2021-04-14,group1,2,55183,25750,55183_25750,attP40,r-1
2021-04-14_RNAi-55183.25750-2_group1_29,29,191.449,2021-04-14,group1,2,55183,25750,55183_25750,attP40,r-1
2021-04-14_RNAi-55183.25750-2_group1_30,30,181.235,2021-04-14,group1,2,55183,25750,55183_25750,attP40,r-1
2021-04-14_RNAi-55183.51941-2_group1_20,20,127.072,2021-04-14,group1,2,55183,51941,55183_51941,attP40,r-1
2021-04-14_RNAi-55183.51941-2_group1_21,21,49.315,2021-04-14,group1,2,55183,51941,55183_51941,attP40,r-1
2021-04-14_RNAi-55183.51941-2_group1_22,22,181.248,2021-04-14,group1,2,55183,51941,55183_51941,attP40,r-1
2021-04-14_RNAi-55183.51941-2_group1_23,23,153.311,2021-04-14,group1,2,55183,51941,55183_51941,attP40,r-1
2021-04-14_RNAi-55183.51941-2_group1_24,24,114.177,2021-04-14,group1,2,55183,51941,55183_51941,attP40,r-1
2021-04-14_RNAi-55183.51941-2_group1_26,26,130.35,2021-04-14,group1,2,55183,51941,55183_51941,attP40,r-1
2021-04-14_RNAi-55183.51941-2_group1_27,27,120.587,2021-04-14,group1,2,55183,51941,55183_51941,attP40,r-1
2021-04-14_RNAi-55183.51941-2_group1_28,28,1.085,2021-04-14,group1,2,55183,51941,55183_51941,attP40,r-1
2021-04-14_RNAi-55183.51941-2_group1_29,29,129.151,2021-04-14,group1,2,55183,51941,55183_51941,attP40,r-1
2021-04-14_RNAi-55183.51941-2_group1_30,30,158.53,2021-04-14,group1,2,55183,51941,55183_51941,attP40,r-1
2021-04-14_RNAi-57526.3954-2_group1_20,20,212.255,2021-04-14,group1,2,57526,3954,57526_3954,attP40,Alp5
2021-04-14_RNAi-57526.3954-2_group1_21,21,37.301,2021-04-14,group1,2,57526,3954,57526_3954,attP40,Alp5
2021-04-14_RNAi-57526.3954-2_group1_22,22,143.578,2021-04-14,group1,2,57526,3954,57526_3954,attP40,Alp5
2021-04-14_RNAi-57526.3954-2_group1_23,23,148.565,2021-04-14,group1,2,57526,3954,57526_3954,attP40,Alp5
2021-04-14_RNAi-57526.3954-2_group1_24,24,160.123,2021-04-14,group1,2,57526,3954,57526_3954,attP40,Alp5
2021-04-14_RNAi-57526.3954-2_group1_26,26,93.428,2021-04-14,group1,2,57526,3954,57526_3954,attP40,Alp5
2021-04-14_RNAi-57526.3954-2_group1_27,27,187.344,2021-04-14,group1,2,57526,3954,57526_3954,attP40,Alp5
2021-04-14_RNAi-57526.3954-2_group1_28,28,115.133,2021-04-14,group1,2,57526,3954,57526_3954,attP40,Alp5
2021-04-14_RNAi-57526.3954-2_group1_29,29,83.398,2021-04-14,group1,2,57526,3954,57526_3954,attP40,Alp5
2021-04-14_RNAi-57526.3954-2_group1_30,30,137.081,2021-04-14,group1,2,57526,3954,57526_3954,attP40,Alp5
2021-04-14_RNAi-57526.25750-2_group1_17,17,166.247,2021-04-14,group1,2,57526,25750,57526_25750,attP40,Alp5
2021-04-14_RNAi-57526.25750-2_group1_18,18,199.304,2021-04-14,group1,2,57526,25750,57526_25750,attP40,Alp5
2021-04-14_RNAi-57526.25750-2_group1_19,19,268.133,2021-04-14,group1,2,57526,25750,57526_25750,attP40,Alp5
2021-04-14_RNAi-57526.25750-2_group1_20,20,249.032,2021-04-14,group1,2,57526,25750,57526_25750,attP40,Alp5
2021-04-14_RNAi-57526.25750-2_group1_21,21,166.247,2021-04-14,group1,2,57526,25750,57526_25750,attP40,Alp5
2021-04-14_RNAi-57526.25750-2_group1_29,29,186.495,2021-04-14,group1,2,57526,25750,57526_25750,attP40,Alp5
2021-04-14_RNAi-57526.25750-2_group1_30,30,199.304,2021-04-14,group1,2,57526,25750,57526_25750,attP40,Alp5
2021-04-14_RNAi-57526.25750-2_group1_31,31,179.473,2021-04-14,group1,2,57526,25750,57526_25750,attP40,Alp5
2021-04-14_RNAi-57526.25750-2_group1_32,32,141.082,2021-04-14,group1,2,57526,25750,57526_25750,attP40,Alp5
2021-04-14_RNAi-57526.25750-2_group1_33,33,261.544,2021-04-14,group1,2,57526,25750,57526_25750,attP40,Alp5
2021-04-14_RNAi-57526.51941-2_group1_20,20,199.422,2021-04-14,group1,2,57526,51941,57526_51941,attP40,Alp5
2021-04-14_RNAi-57526.51941-2_group1_21,21,28.159,2021-04-14,group1,2,57526,51941,57526_51941,attP40,Alp5
2021-04-14_RNAi-57526.51941-2_group1_22,22,163.023,2021-04-14,group1,2,57526,51941,57526_51941,attP40,Alp5
2021-04-14_RNAi-57526.51941-2_group1_23,23,189.438,2021-04-14,group1,2,57526,51941,57526_51941,attP40,Alp5
2021-04-14_RNAi-57526.51941-2_group1_24,24,79.073,2021-04-14,group1,2,57526,51941,57526_51941,attP40,Alp5
2021-04-14_RNAi-57526.51941-2_group1_26,26,60.054,2021-04-14,group1,2,57526,51941,57526_51941,attP40,Alp5
2021-04-14_RNAi-57526.51941-2_group1_27,27,153.012,2021-04-14,group1,2,57526,51941,57526_51941,attP40,Alp5
2021-04-14_RNAi-57526.51941-2_group1_28,28,89.432,2021-04-14,group1,2,57526,51941,57526_51941,attP40,Alp5
2021-04-14_RNAi-57526.51941-2_group1_29,29,137.495,2021-04-14,group1,2,57526,51941,57526_51941,attP40,Alp5
2021-04-14_RNAi-57526.51941-2_group1_30,30,155.18,2021-04-14,group1,2,57526,51941,57526_51941,attP40,Alp5
2021-04-14_RNAi-61174.3954-2_group1_20,20,193.372,2021-04-14,group1,2,61174,3954,61174_3954,attP40,FBgn0038849
2021-04-14_RNAi-61174.3954-2_group1_21,21,89.247,2021-04-14,group1,2,61174,3954,61174_3954,attP40,FBgn0038849
2021-04-14_RNAi-61174.3954-2_group1_22,22,179.27,2021-04-14,group1,2,61174,3954,61174_3954,attP40,FBgn0038849
2021-04-14_RNAi-61174.3954-2_group1_23,23,240.361,2021-04-14,group1,2,61174,3954,61174_3954,attP40,FBgn0038849
2021-04-14_RNAi-61174.3954-2_group1_24,24,217.366,2021-04-14,group1,2,61174,3954,61174_3954,attP40,FBgn0038849
2021-04-14_RNAi-61174.3954-2_group1_26,26,179.27,2021-04-14,group1,2,61174,3954,61174_3954,attP40,FBgn0038849
2021-04-14_RNAi-61174.3954-2_group1_27,27,174.483,2021-04-14,group1,2,61174,3954,61174_3954,attP40,FBgn0038849
2021-04-14_RNAi-61174.3954-2_group1_28,28,182.269,2021-04-14,group1,2,61174,3954,61174_3954,attP40,FBgn0038849
2021-04-14_RNAi-61174.3954-2_group1_29,29,132.029,2021-04-14,group1,2,61174,3954,61174_3954,attP40,FBgn0038849
2021-04-14_RNAi-61174.3954-2_group1_30,30,181.086,2021-04-14,group1,2,61174,3954,61174_3954,attP40,FBgn0038849
2021-04-14_RNAi-61174.25750-2_group1_17,17,179.305,2021-04-14,group1,2,61174,25750,61174_25750,attP40,FBgn0038849
2021-04-14_RNAi-61174.25750-2_group1_18,18,236.195,2021-04-14,group1,2,61174,25750,61174_25750,attP40,FBgn0038849
2021-04-14_RNAi-61174.25750-2_group1_19,19,203.419,2021-04-14,group1,2,61174,25750,61174_25750,attP40,FBgn0038849
2021-04-14_RNAi-61174.25750-2_group1_20,20,149.182,2021-04-14,group1,2,61174,25750,61174_25750,attP40,FBgn0038849
2021-04-14_RNAi-61174.25750-2_group1_21,21,284.182,2021-04-14,group1,2,61174,25750,61174_25750,attP40,FBgn0038849
2021-04-14_RNAi-61174.25750-2_group1_29,29,161.261,2021-04-14,group1,2,61174,25750,61174_25750,attP40,FBgn0038849
2021-04-14_RNAi-61174.25750-2_group1_30,30,188.188,2021-04-14,group1,2,61174,25750,61174_25750,attP40,FBgn0038849
2021-04-14_RNAi-61174.25750-2_group1_31,31,155.108,2021-04-14,group1,2,61174,25750,61174_25750,attP40,FBgn0038849
2021-04-14_RNAi-61174.25750-2_group1_32,32,157.334,2021-04-14,group1,2,61174,25750,61174_25750,attP40,FBgn0038849
2021-04-14_RNAi-61174.25750-2_group1_33,33,110.598,2021-04-14,group1,2,61174,25750,61174_25750,attP40,FBgn0038849
2021-04-14_RNAi-61174.51941-2_group1_21,21,70.284,2021-04-14,group1,2,61174,51941,61174_51941,attP40,FBgn0038849
2021-04-14_RNAi-61174.51941-2_group1_22,22,263.282,2021-04-14,group1,2,61174,51941,61174_51941,attP40,FBgn0038849
2021-04-14_RNAi-61174.51941-2_group1_23,23,270.585,2021-04-14,group1,2,61174,51941,61174_51941,attP40,FBgn0038849
2021-04-14_RNAi-61174.51941-2_group1_24,24,158.469,2021-04-14,group1,2,61174,51941,61174_51941,attP40,FBgn0038849
2021-04-14_RNAi-61174.51941-2_group1_26,26,135.493,2021-04-14,group1,2,61174,51941,61174_51941,attP40,FBgn0038849
2021-04-14_RNAi-61174.51941-2_group1_27,27,149.164,2021-04-14,group1,2,61174,51941,61174_51941,attP40,FBgn0038849
2021-04-14_RNAi-61174.51941-2_group1_28,28,126.277,2021-04-14,group1,2,61174,51941,61174_51941,attP40,FBgn0038849
2021-04-14_RNAi-61174.51941-2_group1_29,29,150.348,2021-04-14,group1,2,61174,51941,61174_51941,attP40,FBgn0038849
2021-04-15_RNAi-27657.25750-3_group1_17,17,253.014,2021-04-15,group1,3,27657,25750,27657_25750,attP2,FBgn0038851(dmrt93B)
2021-04-15_RNAi-27657.25750-3_group1_18,18,233.54,2021-04-15,group1,3,27657,25750,27657_25750,attP2,FBgn0038851(dmrt93B)
2021-04-15_RNAi-27657.25750-3_group1_19,19,201.48,2021-04-15,group1,3,27657,25750,27657_25750,attP2,FBgn0038851(dmrt93B)
2021-04-15_RNAi-27657.25750-3_group1_20,20,148.167,2021-04-15,group1,3,27657,25750,27657_25750,attP2,FBgn0038851(dmrt93B)
2021-04-15_RNAi-27657.25750-3_group1_21,21,184.281,2021-04-15,group1,3,27657,25750,27657_25750,attP2,FBgn0038851(dmrt93B)
2021-04-15_RNAi-27657.25750-3_group1_29,29,119.074,2021-04-15,group1,3,27657,25750,27657_25750,attP2,FBgn0038851(dmrt93B)
2021-04-15_RNAi-27657.25750-3_group1_30,30,177.309,2021-04-15,group1,3,27657,25750,27657_25750,attP2,FBgn0038851(dmrt93B)
2021-04-15_RNAi-27657.25750-3_group1_31,31,147.162,2021-04-15,group1,3,27657,25750,27657_25750,attP2,FBgn0038851(dmrt93B)
2021-04-15_RNAi-27657.25750-3_group1_32,32,174.21,2021-04-15,group1,3,27657,25750,27657_25750,attP2,FBgn0038851(dmrt93B)
