gene_id,AH_1,AH_3,AL_1,AL_2,AL_3,AL_4,AL_5
FBgn0265881,0,0,2,0,4,6,5
MSTRG.9010,720,717,395,352,1067,404,334
MSTRG.1067,834,446,523,587,1714,729,715
MSTRG.1064,149,129,74,95,218,115,99
FBgn0017556,3,0,4,0,19,3,7
MSTRG.8530,39,43,35,25,64,21,24
MSTRG.8537,30,36,31,26,55,34,15
FBgn0085692,0,0,0,0,0,0,0
FBgn0085693,0,0,0,0,0,0,0
MSTRG.561,340,383,239,172,582,214,192
MSTRG.560,0,0,0,0,6,0,0
MSTRG.563,3,0,0,2,0,0,0
MSTRG.562,1772,2286,1057,979,1761,836,828
MSTRG.8748,6,12,8,17,7,13,12
MSTRG.564,1,4,2,2,9,0,0
MSTRG.567,2,4,16,29,33,8,19
MSTRG.566,10,12,35,37,58,0,16
MSTRG.8744,51,0,321,0,56,294,248
MSTRG.568,137,74,94,106,199,72,75
MSTRG.8746,10,12,6,11,22,5,6
MSTRG.8747,27,7,13,11,20,30,16
MSTRG.8740,70,35,19,50,72,26,35
MSTRG.8741,16,10,12,10,32,9,2
MSTRG.8742,7,4,9,8,15,6,15
MSTRG.8743,8,1,6,4,11,10,12
MSTRG.8535,2,0,4,21,10,12,30
MSTRG.4663,1,0,15,3,6,2,0
MSTRG.4662,722,1315,676,489,1107,450,338
MSTRG.4661,256,280,270,244,465,189,152
MSTRG.4660,1387,844,758,538,2046,616,652
MSTRG.4667,10,2,0,0,0,0,0
MSTRG.4666,5174,5577,2977,2429,6228,2477,2059
MSTRG.4665,397,562,1080,994,1791,705,754
MSTRG.4664,2343,1380,1292,1404,3973,1539,1608
MSTRG.4669,86,24,12,0,44,19,18
MSTRG.4668,287,246,151,161,591,206,173
MSTRG.20666,11,6,8,12,15,4,15
MSTRG.20667,25,15,68,110,147,27,36
MSTRG.20664,0,4,13,2,15,4,5
MSTRG.20665,20,27,62,88,123,49,35
MSTRG.20662,69,20,35,49,134,38,46
MSTRG.20663,5,12,33,42,72,22,22
MSTRG.20660,21,37,7,32,43,33,27
MSTRG.20661,9,4,0,4,9,5,10
MSTRG.3432,843,874,463,600,1421,465,474
MSTRG.20669,12,2,12,8,34,7,7
FBgn0051588,0,0,0,0,0,0,1
FBgn0034554,0,0,0,0,0,0,0
FBgn0034553,3,3,0,0,0,0,3
FBgn0034551,3,0,9,8,3,0,0
FBgn0040607,0,0,0,0,3,0,0
MSTRG.1700,0,0,0,0,12187,0,0
MSTRG.3431,128,73,82,40,191,68,77
MSTRG.5040,15,15,18,36,25,4,11
MSTRG.5041,36,29,20,25,60,51,39
MSTRG.5042,1935,956,1171,1300,2856,1407,1457
MSTRG.5043,28,23,6,27,38,31,18
MSTRG.5044,253,176,166,159,397,157,116
MSTRG.5045,769,712,544,396,1322,400,401
MSTRG.5046,8660,6535,6527,8964,16886,8675,6976
MSTRG.5047,1440,1191,981,981,2747,1000,945
MSTRG.5048,2,0,2,2,3,2,0
MSTRG.5049,26,21,38,28,78,15,25
FBgn0265694,10,3,0,0,7,0,0
MSTRG.14658,0,0,0,0,0,1,3
MSTRG.14756,3,0,1,5,12,4,0
FBgn0085340,0,0,0,0,3,0,0
MSTRG.21135,71,40,28,0,302,44,65
MSTRG.21134,80,43,74,44,390,54,96
MSTRG.21137,0,0,0,0,0,0,0
MSTRG.14751,449,519,313,274,880,279,342
MSTRG.21131,11,6,7,7,27,8,5
MSTRG.21130,0,0,71,62,417,0,60
MSTRG.21133,14,8,6,8,13,8,10
MSTRG.21132,11,11,11,4,28,10,10
FBgn0004878,0,0,14,31,27,29,20
MSTRG.21139,0,0,0,0,0,0,0
MSTRG.21138,36,32,1009,146,3669,108,841
MSTRG.6531,89,89,54,44,103,29,49
MSTRG.6530,498,335,247,137,516,231,201
MSTRG.6533,543,534,369,287,862,257,222
MSTRG.6532,223,143,243,204,484,166,146
MSTRG.6535,1752,1451,1072,994,2551,980,851
MSTRG.6534,2343,1901,1678,2264,5087,2267,1837
MSTRG.6537,94,155,73,64,227,68,68
MSTRG.6536,867,1397,566,356,1310,501,348
MSTRG.6539,369,334,246,203,616,206,171
MSTRG.6538,1055,1085,1480,1751,4078,1370,1015
MSTRG.1625,4245,2891,3102,2849,8638,2724,3519
MSTRG.7378,4040,5004,2472,2411,6035,2482,1931
MSTRG.7379,253,297,260,243,685,192,185
FBgn0265906,0,0,0,0,0,0,0
MSTRG.7370,608,446,451,547,1101,555,403
MSTRG.7371,72,52,96,45,197,56,25
MSTRG.7372,925,708,559,701,1750,564,670
MSTRG.7373,10664,7710,8955,8750,21264,6618,7471
MSTRG.7374,67,70,76,49,118,59,63
MSTRG.7375,108,99,116,105,181,5,75
MSTRG.7376,158,221,266,261,457,125,185
MSTRG.7377,19,8,13,4,35,22,16
FBgn0026174,2,0,0,2,5,3,5
FBgn0026175,0,0,2,3,3,2,7
MSTRG.14655,37,32,14,25,35,19,13
MSTRG.7760,400,385,273,247,712,218,270
MSTRG.14112,42,180,34,68,96,58,53
MSTRG.15909,177,121,199,196,379,136,114
MSTRG.15908,1114,769,952,921,2915,919,1001
MSTRG.15907,3112,2256,2666,2030,8962,2157,2179
MSTRG.15906,2144,2291,1436,1531,3787,1737,1460
MSTRG.15905,1230,1007,878,934,2019,811,704
MSTRG.15904,338,271,276,238,841,311,317
MSTRG.15903,322,294,338,260,754,250,206
MSTRG.15902,178,360,147,93,108,156,76
MSTRG.15901,1559,4359,1378,843,1209,1233,781
MSTRG.15900,1,1,1,3,11,2,1
MSTRG.20309,566,795,473,458,1400,440,493
MSTRG.20308,29,5,15,14,26,3,6
MSTRG.20305,10,32,6,7,46,8,11
MSTRG.20304,2,0,2,2,6,4,5
MSTRG.20307,18,23,15,14,18,19,18
MSTRG.20306,612,276,345,300,1069,327,353
MSTRG.20301,2682,1634,1784,1705,3247,1152,976
MSTRG.20300,50,22,63,39,137,41,19
MSTRG.20303,98,90,18,22,40,9,6
MSTRG.20302,527,485,183,167,432,160,142
MSTRG.572,258,221,189,233,527,173,178
MSTRG.8752,0,143,145,174,483,149,161
MSTRG.570,439,474,401,369,674,274,240
MSTRG.8750,0,1,1,1,5,0,0
MSTRG.576,96,64,84,80,140,71,61
MSTRG.8756,5,5,9,17,53,0,27
MSTRG.574,1282,868,1063,868,2928,1083,1156
MSTRG.8754,17,9,11,14,50,14,19
MSTRG.578,420,344,210,138,296,94,85
MSTRG.19864,1450,966,1450,853,3651,871,1407
MSTRG.8758,20,8,8,6,27,4,9
MSTRG.15159,22,6,6,10,23,5,11
MSTRG.12313,0,0,3,8,12,1,6
MSTRG.12312,57,48,67,34,84,32,48
MSTRG.12311,973,511,754,718,2131,679,844
MSTRG.19522,1269,1101,559,477,1312,615,600
FBgn0052633,0,0,3,7,6,3,6
FBgn0052631,0,0,0,0,16,11,0
MSTRG.12317,57,62,80,72,238,82,124
MSTRG.19524,113,75,76,86,265,119,88
MSTRG.12315,45,11,20,44,48,15,61
MSTRG.12437,27,21,46,32,94,21,45
MSTRG.12314,27,24,14,12,80,25,68
FBgn0031345,3,6,4,2,0,3,0
FBgn0032625,0,0,0,0,0,0,0
FBgn0262410,3,0,3,0,0,0,3
FBgn0262417,0,0,0,0,2,0,3
FBgn0262414,0,0,0,0,0,0,0
MSTRG.15154,43,33,44,69,123,25,77
FBgn0262418,0,0,0,0,0,0,0
MSTRG.19869,0,0,0,0,1,0,0
MSTRG.12151,5,0,1,0,0,0,0
MSTRG.12150,2,2,3,5,4,0,3
MSTRG.12153,0,0,0,0,0,0,0
MSTRG.12152,0,4,3,3,8,10,3
MSTRG.12155,0,11,12,21,21,12,11
MSTRG.12154,2,2,2,0,1,3,3
MSTRG.12157,64,73,96,89,186,64,69
MSTRG.12156,0,0,2,6,0,3,3
FBgn0035932,0,0,0,0,0,0,0
MSTRG.12158,1475,634,1149,501,4321,702,1185
FBgn0035931,0,0,0,0,0,0,0
MSTRG.6920,2251,2461,1591,1303,3686,1568,1118
MSTRG.6921,9,0,6,3,3,4,7
MSTRG.17677,41,48,19,22,79,14,0
MSTRG.17676,159,137,142,213,365,193,149
MSTRG.17675,632,641,906,1180,2134,646,758
MSTRG.17674,3197,2738,2462,2981,5842,2762,2604
MSTRG.17673,494,301,294,348,4311,340,331
MSTRG.17672,179,17,15,18,134,25,26
MSTRG.17671,10,7,14,14,21,10,8
MSTRG.17670,2584,1361,1904,2559,5893,2878,2610
MSTRG.17679,10,0,0,6,10,0,2
MSTRG.17678,4925,3486,4877,4564,8665,4957,4315
MSTRG.3110,11,15,3,14,22,7,22
MSTRG.3111,204,186,152,105,322,86,103
MSTRG.3112,3601,1863,1886,1977,4832,2428,2138
MSTRG.3113,296,610,319,209,410,223,183
MSTRG.3114,6,8,2,6,11,3,0
MSTRG.3115,7,19,3,10,23,13,4
MSTRG.3116,601,612,469,460,1152,362,323
MSTRG.3117,107,270,84,96,301,87,55
MSTRG.3118,311,263,214,201,496,256,164
MSTRG.3119,44,17,19,44,113,49,30
FBgn0086448,9,0,11,0,35,0,15
MSTRG.7030,0,0,0,0,0,6,0
MSTRG.12847,10,0,4,3,9,3,4
MSTRG.12846,1251,1382,765,1097,1739,901,627
MSTRG.12845,18,5,10,7,35,12,18
MSTRG.12844,0,0,0,0,4,0,8
MSTRG.12843,28,41,46,67,126,36,31
MSTRG.12842,0,0,0,2,5,0,0
MSTRG.12841,2,2,0,2,1,0,3
MSTRG.12840,2,3,3,0,15,8,8
MSTRG.12849,1,6,0,1,6,1,3
MSTRG.12848,19,8,15,12,27,11,23
MSTRG.4461,56,53,100,80,169,105,16
MSTRG.11638,0,0,0,3,13,2,3
MSTRG.4599,13,14,11,0,17,9,13
MSTRG.4462,6,6,5,7,32,1,7
MSTRG.4465,0,2,2,0,2,0,1
MSTRG.4464,128,74,116,81,273,101,113
MSTRG.4467,5,4,0,5,16,9,7
MSTRG.4466,184,132,127,70,589,49,124
MSTRG.11631,412,491,424,506,1144,342,291
MSTRG.4468,13,0,2,4,15,3,2
MSTRG.11633,0,0,0,0,0,0,0
MSTRG.11632,85,55,95,68,272,67,84
MSTRG.11635,3,2,0,1,19,3,1
MSTRG.11634,5,12,5,12,8,1,4
MSTRG.11637,13,11,0,0,0,19,17
MSTRG.11636,0,0,6,4,4,9,3
FBgn0266798,0,3,0,2,0,0,10
FBgn0266799,0,0,2,0,0,0,1
FBgn0266796,6,0,0,4,2,0,0
FBgn0266797,0,0,0,3,0,0,0
FBgn0034715,0,0,0,0,5,0,3
FBgn0034712,3,3,0,16,23,9,3
MSTRG.17849,9408,8080,9387,10062,23323,8255,9308
FBgn0265470,2,3,2,3,7,6,2
MSTRG.18372,361,508,306,244,428,215,218
MSTRG.18371,11,2,7,6,20,3,11
MSTRG.18370,8,0,0,3,1,0,2
MSTRG.18377,3,2,2,3,1,0,0
MSTRG.18376,16,17,29,19,71,21,22
MSTRG.18375,11,20,41,53,98,36,33
MSTRG.18374,3044,3151,1960,1623,5133,1702,1350
MSTRG.18379,17363,16665,9489,9088,25819,10074,8660
MSTRG.18378,20,32,42,45,124,50,36
MSTRG.10140,0,0,0,2,0,0,2
MSTRG.10141,3,0,0,0,0,0,12
MSTRG.10142,4,0,0,2,4,6,3
MSTRG.10143,3,3,9,7,18,4,8
MSTRG.10144,0,3,0,9,16,7,3
MSTRG.10145,0,3,7,4,3,2,7
MSTRG.10146,6,2,0,4,10,5,6
MSTRG.10147,5,15,1,0,5,0,0
MSTRG.10148,7,0,1,4,0,0,0
MSTRG.10149,8,6,0,0,5,0,0
MSTRG.13497,66,50,51,50,159,38,85
MSTRG.13496,2,1,2,3,0,1,0
MSTRG.13495,11334,9257,9186,11370,23584,9372,10542
MSTRG.13494,360,399,265,270,709,282,231
MSTRG.13493,2627,2441,1604,1057,3640,1162,1074
MSTRG.13492,5238,5370,4756,3920,13972,4287,4292
MSTRG.13491,9,9,0,11,20,9,4
MSTRG.13490,464,342,341,407,836,282,333
MSTRG.13499,0,0,0,0,0,0,0
MSTRG.13498,11,10,4,2,7,5,12
MSTRG.14719,2,0,0,2,1,2,1
MSTRG.14718,3962,2973,2303,2329,6330,2332,2386
MSTRG.14711,194,97,173,104,326,150,117
MSTRG.14710,0,11,0,6,0,10,6
MSTRG.14713,203,176,147,113,273,74,159
MSTRG.14712,3,0,2,1,0,0,0
MSTRG.14715,3350,3242,2530,2335,5486,2378,2871
MSTRG.14714,0,0,0,6,4,7,0
MSTRG.14717,257,240,181,193,584,153,194
MSTRG.14716,0,0,0,0,0,0,0
MSTRG.4353,144,92,83,54,628,0,0
MSTRG.1239,213,175,156,115,369,119,144
MSTRG.1238,67,44,61,40,130,64,52
MSTRG.1233,207,380,344,117,2739,301,51
MSTRG.1232,853,568,609,621,2286,821,832
MSTRG.1231,90633,63939,97763,102724,184352,89009,80342
MSTRG.1230,377,679,253,199,563,253,136
MSTRG.1237,6,9,9,13,76,10,7
MSTRG.1236,413,497,345,404,828,261,264
MSTRG.1235,1,1,0,2,1,2,2
MSTRG.1234,1,1,1,1,1,1,1
FBgn0053225,0,0,9,3,5,0,0
MSTRG.13729,8741,5707,5305,6337,16128,7957,6857
MSTRG.13728,279,170,161,129,261,105,72
MSTRG.13721,911,647,561,550,1518,546,626
MSTRG.13720,876,805,687,665,1668,543,521
MSTRG.13723,68,80,66,72,140,50,53
MSTRG.13722,4830,3257,3062,3601,10161,4609,4633
MSTRG.13725,13,0,0,0,33,0,11
MSTRG.13724,984,1076,858,826,2140,765,724
MSTRG.13727,5,3,5,4,1,0,8
MSTRG.13726,172,112,102,124,438,115,106
MSTRG.12458,0,0,0,0,11,0,0
MSTRG.12459,18,7,14,16,46,0,0
MSTRG.19408,12687,7198,11827,7546,27072,8691,15345
MSTRG.19409,2712,2066,5245,5962,13211,4544,5355
MSTRG.12450,56,45,42,35,87,31,52
MSTRG.19407,3,1,2,9,9,1,6
MSTRG.19404,369,231,268,213,528,238,143
MSTRG.19405,335,284,228,186,482,206,224
MSTRG.12454,792,35,1148,881,3161,45,1328
MSTRG.12455,84,58,54,57,139,43,61
MSTRG.12456,106,89,75,66,179,86,71
MSTRG.19401,478,324,358,302,784,281,231
MSTRG.7178,0,0,0,4,54,2,0
MSTRG.7179,14,7,12,26,28,13,44
MSTRG.7176,0,5,0,0,7,0,0
MSTRG.7177,1845,1239,1241,1083,3276,990,930
MSTRG.7174,0,2,0,0,0,0,0
MSTRG.7175,74,247,62,40,127,71,67
MSTRG.7172,3,2,2,2,0,2,2
MSTRG.7173,2086,3314,370,828,626,528,197
MSTRG.7170,16623,34372,9338,6659,11916,11698,7781
MSTRG.7171,3,0,3,0,9,3,3
MSTRG.5054,281,258,206,167,469,131,117
MSTRG.5050,158,131,89,50,388,80,117
MSTRG.4354,0,6,2,0,11,4,0
MSTRG.18731,6,0,0,0,8,0,10
MSTRG.18730,9,5,16,0,48,6,18
MSTRG.18737,2,13,22,45,43,15,31
FBgn0265837,0,0,0,0,0,0,0
MSTRG.7828,11114,10250,9526,13129,23283,11321,10354
MSTRG.7829,41,28,34,42,47,19,23
FBgn0000233,47,51,56,40,106,38,28
MSTRG.7824,2055,1806,1318,923,3080,947,881
MSTRG.7825,44,27,13,19,50,18,24
MSTRG.7826,376,244,322,182,706,196,286
MSTRG.7827,1017,562,658,613,2138,624,635
MSTRG.7820,791,589,435,508,1502,335,424
MSTRG.7821,287,170,184,119,477,167,124
MSTRG.7822,1807,1481,1301,1103,3344,1105,1196
MSTRG.7823,1158,1271,1153,1323,2945,1214,1150
MSTRG.154,0,0,0,0,0,0,0
MSTRG.155,151,122,101,118,311,153,133
MSTRG.156,0,4,0,5,25,0,11
MSTRG.157,1993,1251,2164,4065,0,1820,1100
MSTRG.150,16,17,28,41,84,31,21
MSTRG.151,0,6,32,28,100,21,29
MSTRG.152,25012,13017,19691,30542,588,18081,13348
MSTRG.153,25012,13017,19691,30542,0,18081,13348
MSTRG.158,0,0,0,0,0,0,5
MSTRG.159,0,0,0,0,0,0,0
MSTRG.9466,62,49,74,36,128,37,46
MSTRG.9467,82,223,236,69,188,207,85
MSTRG.9464,411,351,261,268,563,193,230
MSTRG.9465,2601,2026,1736,1949,4060,1737,1807
MSTRG.9462,13,11,17,0,9,24,0
MSTRG.9463,46,0,0,5,4,2,50
MSTRG.9460,3579,5621,2549,2030,5214,2188,1614
MSTRG.9461,991,1166,826,781,2823,760,782
MSTRG.9468,1153,715,728,681,2047,564,615
MSTRG.9469,31172,20340,15997,20075,41740,19864,18659
FBgn0050222,0,0,0,0,4,0,11
FBgn0050220,0,0,0,0,0,0,0
FBgn0050227,0,0,1,0,1,0,0
MSTRG.20143,2949,2325,2403,2671,6132,2146,2420
MSTRG.20142,19,11,0,9,24,19,0
MSTRG.20141,0,0,0,0,11,5,3
MSTRG.20140,97,88,40,46,131,43,56
MSTRG.20147,64,54,62,69,126,39,52
MSTRG.20146,72,75,29,62,160,45,34
MSTRG.20145,0,0,0,0,0,0,0
MSTRG.20144,47,18,31,50,124,20,33
MSTRG.20149,54,18,50,58,72,29,46
MSTRG.20148,70,50,56,91,179,76,89
MSTRG.20495,351,328,347,287,666,245,220
MSTRG.20494,593,621,439,438,823,341,354
MSTRG.20497,1186,727,836,817,2139,779,860
MSTRG.20496,614,527,440,504,1162,493,357
MSTRG.20491,326,196,178,164,514,159,185
MSTRG.20490,1235,1011,847,877,928,820,732
MSTRG.20493,1181,734,1162,1068,2657,741,664
MSTRG.20492,3605,2099,2076,2491,5300,2571,2408
MSTRG.20499,581,460,454,436,1018,387,373
MSTRG.20498,180,132,108,116,309,112,112
MSTRG.132,10,0,171,355,572,154,171
MSTRG.6706,0,0,0,0,0,0,0
MSTRG.6707,8843,5084,5351,4780,15681,5782,3639
MSTRG.6704,0,0,0,0,0,0,0
MSTRG.6705,0,0,0,0,0,0,0
MSTRG.6702,0,0,0,0,0,0,0
MSTRG.6703,0,0,1,0,0,0,0
MSTRG.6700,0,0,0,1,0,0,0
MSTRG.6701,0,0,0,1,0,0,0
FBgn0011945,0,0,0,0,0,0,1
FBgn0011944,0,0,0,0,0,0,0
MSTRG.6708,54,26,79,88,166,49,75
MSTRG.6709,52,54,46,23,88,46,6
MSTRG.9214,4,4,29,20,47,27,15
MSTRG.11439,46,45,32,43,27,38,11
MSTRG.11438,0,0,3,3,1,0,0
MSTRG.11437,4,0,13,33,18,14,18
MSTRG.11436,839,1244,515,416,881,444,353
MSTRG.11435,1119,926,348,330,622,140,401
MSTRG.11434,67,72,29,24,93,54,74
MSTRG.11433,343,346,160,147,427,217,140
MSTRG.11432,0,7,3,6,11,0,0
MSTRG.11431,184,182,82,74,251,94,73
MSTRG.11430,0,0,1,0,2,1,6
MSTRG.11381,3080,1513,1652,1446,4975,1769,1685
MSTRG.11380,323,233,210,188,716,154,223
MSTRG.11383,217,264,155,135,457,104,147
MSTRG.11382,181,187,160,109,387,109,92
MSTRG.11385,13,19,43,30,54,10,51
MSTRG.11384,241,276,191,258,358,183,130
MSTRG.11387,35,21,36,37,66,54,57
MSTRG.11386,11,12,31,17,0,5,4
MSTRG.11389,381,322,426,356,986,243,347
MSTRG.11388,655,372,554,518,1107,423,461
MSTRG.2491,509,340,331,283,765,347,255
MSTRG.20808,5,6,2,0,5,5,2
MSTRG.20809,131,147,102,96,161,62,69
MSTRG.20806,2,0,3,0,8,3,5
MSTRG.20807,30,19,30,28,49,23,22
MSTRG.20804,131,205,211,157,470,159,114
MSTRG.20805,94,49,38,29,128,49,46
MSTRG.20802,15,6,5,6,24,7,0
MSTRG.20803,10,13,24,10,11,3,10
MSTRG.20800,37,32,25,14,64,32,20
MSTRG.20801,4,2,0,1,0,4,0
MSTRG.14261,17,26,29,41,35,14,34
MSTRG.14260,768,2179,2528,1885,6386,2124,1607
MSTRG.14263,90,39,65,51,132,65,42
MSTRG.14262,1059,986,582,420,947,383,391
MSTRG.14265,194,0,0,6,5,0,3
MSTRG.14264,0,0,0,0,0,0,0
MSTRG.14267,0,3,6,0,10,2,0
MSTRG.14266,518,146,79,108,184,82,91
MSTRG.14269,0,0,0,0,0,0,0
MSTRG.14268,10463,10710,2707,3448,5896,4918,2536
MSTRG.19496,7,25,11,10,20,8,9
MSTRG.13129,223,92,147,136,936,160,156
MSTRG.13128,0,0,0,0,3,0,1
MSTRG.13127,9,6,4,3,13,2,0
MSTRG.13126,2,2,0,2,11,2,6
MSTRG.13125,17,17,27,43,57,27,15
MSTRG.13124,496,427,418,479,1247,368,389
MSTRG.13123,2,0,5,2,2,0,0
MSTRG.13122,7,4,2,3,0,3,10
MSTRG.13121,0,8,17,6,10,0,7
MSTRG.13120,0,0,0,0,0,0,0
MSTRG.12298,715,385,627,705,1424,477,526
MSTRG.12299,45,41,24,40,72,24,20
MSTRG.12296,561,369,503,538,1186,359,391
MSTRG.12297,1374,1370,1114,593,2661,842,1213
MSTRG.12294,509,358,429,498,1027,396,410
MSTRG.12295,205,145,186,180,468,155,210
MSTRG.12292,81,70,80,99,132,99,91
MSTRG.12293,276,177,365,342,1026,327,248
FBgn0053798,0,0,0,0,0,0,0
MSTRG.12291,762,670,975,994,1558,548,689
MSTRG.14849,0,0,2,0,24,0,0
MSTRG.14848,7,15,4,11,4,6,3
MSTRG.14845,72,28,33,49,153,19,47
MSTRG.14844,13,30,14,12,29,23,20
MSTRG.14847,35,47,17,24,41,12,22
MSTRG.14846,167,100,174,149,423,102,114
MSTRG.14841,10,10,2,0,18,4,7
MSTRG.14840,37,13,17,18,68,6,17
MSTRG.14843,0,3,2,11,9,0,3
MSTRG.14842,573,367,310,230,843,294,272
FBgn0266983,0,0,0,0,0,0,0
FBgn0266984,3,6,0,2,8,4,2
FBgn0266986,6,0,2,7,11,9,6
FBgn0028570,0,0,2,0,0,0,0
MSTRG.19176,841,529,389,340,971,415,439
MSTRG.19177,44,51,37,41,105,24,43
MSTRG.19174,2564,1385,1410,1024,3659,1663,1693
MSTRG.19175,396,298,296,277,560,260,314
MSTRG.19172,146,132,99,99,227,115,108
MSTRG.19173,0,0,1,0,0,0,0
MSTRG.19170,6,4,14,7,18,7,10
MSTRG.19171,10245,11701,15867,10742,30215,7980,10701
MSTRG.19178,513,399,361,396,1187,333,351
MSTRG.19179,378,220,233,108,400,178,196
MSTRG.2470,15010,12325,13590,12847,34935,11259,13484
MSTRG.2471,140,108,121,89,345,76,113
MSTRG.2472,13,16,16,2,61,7,4
MSTRG.2473,216,466,350,279,805,164,277
MSTRG.2474,963,766,1075,1166,2234,692,879
MSTRG.2475,41,42,60,66,244,57,72
MSTRG.2476,189,131,138,136,432,92,228
MSTRG.2477,72,54,41,21,35,34,56
MSTRG.2478,2,2,11,8,6,2,2
MSTRG.2479,2,4,3,13,16,14,2
FBgn0264727,1,0,4,0,0,0,0
FBgn0262606,0,2,0,0,6,0,0
FBgn0262608,0,5,0,0,2,0,0
FBgn0262609,0,0,0,0,0,0,0
FBgn0039077,0,5,0,0,6,4,0
FBgn0039079,0,0,6,0,5,0,0
MSTRG.8137,408,254,316,262,951,282,355
MSTRG.3700,344,342,223,178,684,192,184
MSTRG.3703,889,1043,656,495,1322,477,457
MSTRG.8134,0,0,0,0,0,0,0
MSTRG.3705,0,0,9,0,0,0,3
MSTRG.8132,96,22,57,43,138,37,46
MSTRG.8131,0,0,0,0,0,2,0
MSTRG.8130,0,0,2,0,3,3,0
MSTRG.3709,10,6,4,5,8,0,3
MSTRG.3708,1246,757,589,484,1786,625,818
MSTRG.8139,300,178,160,149,558,163,99
MSTRG.8138,1239,886,869,851,2050,818,912
MSTRG.9664,0,0,0,5,0,0,0
MSTRG.9665,2643,2392,1564,2045,4954,2298,2153
MSTRG.1419,888,1069,779,625,1889,621,616
MSTRG.9667,0,3,5,3,6,5,0
MSTRG.9660,37,96,12,5,28,21,16
MSTRG.9661,0,0,0,0,0,0,0
MSTRG.9662,3,0,0,0,0,0,0
MSTRG.9663,2,2,11,1,3,0,2
MSTRG.1413,54,27,56,86,137,65,62
MSTRG.1412,0,0,0,0,0,0,0
MSTRG.1411,1891,3909,1808,1564,3720,1395,1137
MSTRG.1410,3,0,1,2,4,2,1
MSTRG.1417,715,942,755,629,1386,462,402
MSTRG.1416,219,167,146,101,618,100,132
MSTRG.1415,317,265,202,178,623,187,166
MSTRG.1414,2968,3995,2347,2333,4985,2347,2058
FBgn0040684,0,3,7,13,51,16,19
FBgn0034900,0,0,0,0,5,0,5
FBgn0034901,0,3,0,3,0,0,0
MSTRG.4168,87,77,74,80,296,68,80
MSTRG.4169,6,6,22,8,37,15,1
MSTRG.4160,66,44,60,67,262,74,77
MSTRG.4161,159,104,112,138,297,95,100
MSTRG.4162,39,38,44,42,104,39,44
MSTRG.4163,202,134,112,117,190,113,67
MSTRG.4164,35,19,26,33,112,39,32
MSTRG.4165,99,53,27,85,89,35,35
MSTRG.4166,17,8,22,31,41,10,18
MSTRG.4167,0,0,0,0,0,1170,0
MSTRG.10337,0,1,4,10,6,4,2
MSTRG.10336,353,334,309,294,608,194,224
MSTRG.10335,173,152,160,123,423,91,112
MSTRG.10334,199,74,159,120,463,147,151
MSTRG.10333,171,90,237,162,641,174,200
MSTRG.10332,2,0,8,15,37,5,19
MSTRG.10331,3,4,14,26,7,2,11
MSTRG.10330,464,273,304,357,885,314,278
FBgn0036503,0,2,2,0,0,0,0
MSTRG.10339,12,8,11,5,9,7,14
MSTRG.10338,1365,988,842,810,1968,832,768
MSTRG.15679,972,489,476,501,2090,716,919
MSTRG.15678,742,626,543,328,902,319,316
MSTRG.5415,0,0,2,0,3,0,3
MSTRG.5414,0,2,0,4,3,0,3
MSTRG.5413,262,200,153,201,587,152,142
MSTRG.5412,1118,1305,756,865,1885,654,620
MSTRG.5411,290,207,128,160,333,170,109
MSTRG.5410,365,263,179,119,285,122,143
MSTRG.15671,12,9,10,23,55,11,11
MSTRG.15670,264,290,297,330,451,214,237
MSTRG.15673,0,0,0,0,0,0,0
MSTRG.15672,150,149,121,51,250,99,45
MSTRG.15675,7928,5221,4619,6125,16901,5976,5554
MSTRG.15674,2,3,0,2,4,3,0
MSTRG.15677,110,138,58,55,119,98,57
MSTRG.15676,510,525,410,400,1013,251,308
FBgn0035718,0,0,4,0,22,0,4
FBgn0039851,23,19,51,53,86,20,41
FBgn0039850,0,0,3,0,0,0,0
MSTRG.18654,7,22,22,32,39,17,23
MSTRG.18655,344,289,260,219,619,224,224
MSTRG.18656,131,102,171,136,424,118,115
MSTRG.18657,20,33,7,53,92,28,35
MSTRG.18650,2619,2608,2920,2460,6640,2273,2167
MSTRG.6141,7,5,6,3,21,0,3
MSTRG.6142,612,846,598,467,1104,340,314
MSTRG.18653,184,117,72,77,241,79,66
MSTRG.14100,280,309,362,216,695,276,288
MSTRG.14101,7914,7349,6465,5997,11568,4579,4546
MSTRG.14102,45,83,491,969,961,442,148
MSTRG.14103,133,82,221,298,460,165,95
MSTRG.14104,7,2,5,19,19,11,8
MSTRG.18659,279,173,226,192,569,186,195
MSTRG.14106,1,0,0,6,29,3,6
MSTRG.14107,0,0,10,0,0,6,3
MSTRG.17930,86,57,79,63,268,89,90
MSTRG.17931,0,0,0,0,0,0,11
MSTRG.13693,497,353,280,321,879,308,275
MSTRG.8890,204,175,139,146,400,96,138
MSTRG.8891,1189,1172,950,827,2953,713,803
MSTRG.8892,783,682,526,426,900,331,337
MSTRG.17933,62,45,54,65,261,53,59
MSTRG.8894,31,22,32,17,16,30,22
MSTRG.8895,417,416,405,354,1049,297,362
MSTRG.8896,98,76,79,35,155,58,50
MSTRG.8897,1515,1385,977,818,2271,1281,858
MSTRG.8898,50,38,63,56,286,62,59
MSTRG.8899,48,32,92,116,277,56,58
MSTRG.13694,11,0,0,0,3,3,0
MSTRG.17936,11,0,6,3,36,17,10
