gene_id,AH_1,AH_3,AL_1,AL_2,AL_3,AL_4,AL_5
MSTRG.19184,6785,4435,6624,6494,12730,4319,4630
MSTRG.9899,23,26,35,25,50,19,42
MSTRG.9898,29,5,31,20,34,11,7
MSTRG.9897,18,6,33,10,29,15,13
MSTRG.9896,24,14,41,19,60,23,30
MSTRG.9895,4,3,8,12,0,7,0
MSTRG.9894,12,10,8,16,39,22,8
MSTRG.9893,8,6,11,7,22,5,9
MSTRG.9892,241,108,216,232,528,132,181
MSTRG.9891,1346,695,589,664,1564,715,795
MSTRG.9890,3,11,16,16,41,15,27
MSTRG.20028,11,13,26,43,103,21,25
MSTRG.20029,2645,1518,1231,1092,4431,1627,1800
MSTRG.20024,57,39,33,56,77,27,33
MSTRG.20025,694,498,538,558,1687,535,551
MSTRG.20026,36,53,39,38,113,30,71
MSTRG.20027,174,187,149,154,445,129,187
MSTRG.20020,637,442,510,378,1098,381,533
MSTRG.20021,999,614,416,297,1923,357,598
MSTRG.20022,675,604,638,547,1638,492,447
MSTRG.20023,131,83,103,86,258,63,64
MSTRG.631,2555,3780,1987,1594,4511,2010,1774
MSTRG.630,85,77,89,51,166,39,38
MSTRG.633,2,10,0,0,0,0,0
MSTRG.632,48,77,18,34,96,29,30
MSTRG.635,38,26,20,15,20,29,6
MSTRG.8419,2,2,1,0,0,0,1
MSTRG.637,0,2,0,2,0,2,0
MSTRG.636,219,169,181,127,323,111,113
MSTRG.639,10,2,6,4,9,4,8
MSTRG.638,4521,1760,1261,1160,4100,1504,1788
MSTRG.8416,32,51,9,26,112,32,43
MSTRG.8417,1,0,1,0,6,0,0
MSTRG.8410,0,0,1,2,2,0,0
MSTRG.8411,337,151,182,129,554,134,156
MSTRG.8412,0,0,7,1,2,0,2
MSTRG.8413,0,0,0,0,0,1,0
MSTRG.4713,1544,1557,1131,689,2122,707,618
MSTRG.4712,504,631,662,689,1145,428,408
MSTRG.4711,74,81,103,89,137,39,33
MSTRG.4710,12,7,7,8,13,4,4
MSTRG.4717,752,620,765,541,1678,547,659
MSTRG.4716,999,971,713,609,1251,386,376
MSTRG.4715,5,8,8,0,21,6,11
MSTRG.4714,10,13,0,6,11,0,7
MSTRG.4719,714,812,460,440,1075,389,333
MSTRG.4718,524,745,391,326,578,320,247
MSTRG.20796,3,0,3,9,19,3,2
MSTRG.20797,3,4,9,2,26,7,1
MSTRG.20794,69,56,109,136,249,85,105
MSTRG.20795,10,7,13,15,30,15,13
MSTRG.20792,16,38,19,20,45,7,21
MSTRG.20793,401,327,604,562,1075,518,424
MSTRG.20790,3,0,2,0,5,1,2
MSTRG.20791,64,48,61,88,188,48,67
MSTRG.20798,2,2,0,2,3,2,0
MSTRG.20799,0,4,2,2,7,12,0
MSTRG.987,2,0,4,2,9,3,2
MSTRG.986,2162,1195,1342,1742,4044,1983,1819
MSTRG.985,7,2,5,0,7,2,0
MSTRG.984,381,222,283,317,791,295,272
MSTRG.983,2707,1679,1579,1480,3723,1731,1864
MSTRG.982,2,0,0,0,2,0,0
MSTRG.981,6,4,3,11,0,12,3
MSTRG.980,691,520,468,406,1519,406,388
MSTRG.989,362,283,192,228,499,202,217
MSTRG.988,3,2,4,2,8,2,2
MSTRG.5390,4056,3469,3122,3475,8524,2519,2647
MSTRG.5391,82,64,37,21,146,30,24
MSTRG.5392,58,41,10,37,173,27,39
MSTRG.5393,8,4,2,0,7,10,0
MSTRG.5394,273,198,213,166,589,183,192
MSTRG.5395,259,144,187,180,538,151,190
MSTRG.5396,286,229,142,147,330,130,144
MSTRG.5397,988,891,548,496,1167,432,334
MSTRG.5398,28,35,6,39,42,23,21
MSTRG.5399,309,285,224,241,488,214,173
FBgn0085277,7,4,3,4,0,5,8
MSTRG.19764,18,18,11,9,29,4,15
MSTRG.19763,3700,3062,2373,1999,6466,2548,2321
MSTRG.5978,230,204,225,192,513,166,188
MSTRG.5979,174,124,150,226,288,132,147
MSTRG.5974,186,168,114,81,261,79,55
MSTRG.5975,1322,1008,875,870,2634,944,906
MSTRG.5976,3434,2607,1900,2570,7353,2964,2659
MSTRG.5977,5,10,4,7,6,6,6
MSTRG.5970,4,10,0,0,32,0,0
MSTRG.5971,6,3,12,14,31,5,24
MSTRG.5972,1246,1229,908,799,1776,682,676
MSTRG.5973,33,33,15,11,35,29,14
MSTRG.3712,1618,2565,1313,943,2795,1194,715
MSTRG.8121,0,0,0,2,4,3,0
MSTRG.3710,77,176,14,50,56,27,24
MSTRG.7536,4242,2868,2883,3930,8687,2939,3336
MSTRG.7537,90,78,59,121,142,64,59
MSTRG.7534,294,205,175,187,413,147,163
MSTRG.7535,300,220,214,217,601,207,151
MSTRG.7532,285,165,135,173,618,246,285
MSTRG.7533,322,393,271,309,594,232,208
MSTRG.7530,6,0,0,0,4,6,1
MSTRG.7531,1602,940,870,931,3129,954,1199
MSTRG.3716,848,774,462,399,1099,300,332
MSTRG.7538,924,540,520,451,1285,337,414
MSTRG.7539,249,215,118,196,523,149,115
MSTRG.3714,57,45,53,36,100,27,46
MSTRG.8127,0,0,0,0,0,0,0
MSTRG.18521,8397,5395,5969,3554,14451,5182,5287
MSTRG.18526,0,0,15,2,10,2,7
FBgn0265642,2,0,6,0,9,6,0
FBgn0265640,5,3,0,0,4,4,0
FBgn0001077,3,5,3,11,12,6,0
FBgn0264604,0,0,0,0,3,0,0
FBgn0264600,6,0,4,3,7,0,3
FBgn0264601,0,0,2,2,6,0,2
FBgn0264603,7,3,0,0,5,0,0
FBgn0262297,0,1,2,0,2,0,0
FBgn0052160,3,3,11,20,36,7,9
MSTRG.13918,615,442,512,624,1431,515,364
MSTRG.13919,829,452,669,1023,1278,821,631
MSTRG.13916,43887,25221,34596,26376,122323,43482,47886
MSTRG.13917,109,37,62,124,272,96,76
MSTRG.13914,5959,5205,3157,2806,8568,3001,2742
MSTRG.13915,0,0,0,0,0,0,0
MSTRG.13912,6,4,2,2,0,2,11
MSTRG.13913,1562,1600,881,776,2196,787,741
MSTRG.13910,94,90,76,66,165,39,59
MSTRG.13911,466,365,336,260,1013,269,319
FBgn0029700,0,0,0,7,17,8,0
FBgn0029701,3,0,0,0,0,0,0
FBgn0029703,0,0,9,22,20,10,23
MSTRG.12061,223,115,90,120,240,120,119
MSTRG.12060,109,72,67,84,231,97,46
MSTRG.12063,14,18,16,4,51,34,18
MSTRG.12062,13,14,21,10,35,30,20
MSTRG.12065,8,5,3,35,33,14,3
MSTRG.12064,1437,773,1087,821,3364,800,1137
MSTRG.12067,12,5,17,40,55,19,6
MSTRG.12066,13,2,3,0,9,3,2
MSTRG.12069,55,33,32,58,114,30,40
MSTRG.12068,4124,4070,2325,1900,5590,2226,1992
MSTRG.17747,226,235,457,272,153,40,169
MSTRG.17746,9,6,4,3,9,0,5
MSTRG.17745,1655,1185,1123,1085,2731,999,1158
MSTRG.17744,757,527,525,426,1439,496,598
MSTRG.17743,71,157,79,61,128,63,37
MSTRG.17742,307,158,184,246,564,197,142
MSTRG.17741,9788,8442,5545,6029,13484,6650,5434
MSTRG.17740,5273,4185,2901,4647,12477,3163,3492
MSTRG.17749,4,9,9,2,8,6,9
MSTRG.17748,753,608,566,559,1504,485,495
MSTRG.3020,469,538,316,240,833,236,247
MSTRG.3021,29,30,54,65,212,50,24
MSTRG.3022,3390,2957,2734,2584,6256,1971,2168
MSTRG.16299,3023,1965,2020,1933,5519,2033,2032
MSTRG.3024,375,310,223,193,584,186,155
MSTRG.3025,7718,5193,4901,5735,14948,6164,6196
MSTRG.3026,14,6,15,8,32,12,15
MSTRG.3027,0,2,8,9,7,2,7
MSTRG.16292,0,4,3,1,13,2,2
MSTRG.16293,0,0,3,0,0,0,0
MSTRG.16290,3,3,6,19,21,7,11
MSTRG.16291,5,2,17,10,14,14,8
MSTRG.16296,2,0,2,0,9,2,0
MSTRG.16297,3,0,4,10,3,2,6
MSTRG.16294,0,0,0,0,0,0,0
MSTRG.16295,0,0,0,0,2,0,3
MSTRG.4147,54,48,86,164,338,65,84
FBgn0039669,0,0,0,2,3,5,2
FBgn0263652,5,9,0,3,9,6,3
FBgn0263651,2,2,5,2,7,6,0
FBgn0263657,0,4,2,0,0,0,0
FBgn0263654,0,0,0,0,0,0,0
FBgn0263658,0,0,2,2,3,0,0
MSTRG.9707,471,424,377,324,996,266,349
MSTRG.11748,683,558,521,488,1141,444,447
MSTRG.9705,538,378,302,371,1132,294,250
MSTRG.9704,7,15,9,3,33,6,6
MSTRG.9703,4,2,5,4,3,10,0
MSTRG.9702,0,1,6,3,10,1,3
MSTRG.9701,0,1,3,1,3,2,2
MSTRG.9700,2,0,0,0,3,3,0
MSTRG.4559,2,2,0,1,0,1,1
MSTRG.11740,8,8,9,5,46,5,3
MSTRG.11743,7,2,0,3,10,2,2
MSTRG.11742,83,17,23,23,97,40,28
MSTRG.11745,0,0,0,0,0,0,0
MSTRG.11744,6495,11523,6792,4615,15117,5719,4381
MSTRG.11747,11,13,9,6,34,10,11
MSTRG.9708,152,326,149,97,463,38,65
MSTRG.2869,205,152,175,112,432,128,135
MSTRG.2868,1,2,0,9,7,2,1
MSTRG.2863,2,2,6,12,5,4,4
MSTRG.2862,69,37,41,67,187,85,77
MSTRG.2861,1,2,0,7,5,2,4
MSTRG.2860,1616,1037,848,962,2224,1061,908
MSTRG.2867,100,94,62,58,158,59,63
MSTRG.2866,240,178,147,97,336,84,92
MSTRG.2865,29,13,7,4,37,6,3
MSTRG.2864,198,146,101,157,267,166,148
FBgn0038135,0,0,0,6,17,0,0
MSTRG.15241,129,143,107,92,312,45,60
MSTRG.15242,543,718,367,335,764,241,202
MSTRG.15243,361,250,174,128,561,115,133
MSTRG.15244,443,371,383,430,1104,562,538
MSTRG.15245,38,27,46,21,73,30,23
MSTRG.15246,395,812,420,310,688,263,202
MSTRG.15247,5432,1906,1214,1119,2176,903,989
MSTRG.15248,206393,186936,88891,72274,150433,43534,46508
MSTRG.4082,6,0,8,15,22,10,15
MSTRG.4081,31,57,47,41,65,24,17
MSTRG.4080,10,13,7,18,11,5,6
MSTRG.4087,10,13,5,5,18,3,6
MSTRG.4086,34,20,3,15,30,7,13
MSTRG.4085,223,116,78,157,248,109,117
MSTRG.4084,10,34,0,5,19,7,10
MSTRG.18243,91,65,85,151,204,64,72
MSTRG.18242,361,283,313,286,710,263,292
MSTRG.18241,9,19,37,62,147,21,31
FBgn0265723,0,0,0,0,0,0,0
MSTRG.18247,0,10,0,0,16,0,2
FBgn0265725,0,0,0,0,0,0,0
MSTRG.18245,492,390,493,356,1064,323,429
MSTRG.18244,1054,2145,824,598,1905,713,561
MSTRG.18249,8,2,3,12,21,21,4
MSTRG.18248,10,7,9,14,42,19,6
MSTRG.14597,498,429,427,300,593,196,245
MSTRG.10031,2,2,0,1,6,2,2
MSTRG.14595,0,0,6,0,6,1,2
MSTRG.10033,2,2,15,14,22,3,8
MSTRG.14593,760,680,450,570,1221,521,552
MSTRG.10035,6,3,0,5,3,3,2
MSTRG.14591,14,15,22,36,140,53,65
MSTRG.10037,94,75,83,141,233,67,59
MSTRG.10038,0,2,4,1,1,0,2
MSTRG.10039,18,11,38,55,75,17,18
MSTRG.14599,441,285,333,375,747,345,333
MSTRG.14598,1166,639,909,841,3294,786,770
FBgn0265899,3,3,3,3,7,6,0
FBgn0265893,0,0,1,0,2,4,0
FBgn0265890,0,0,0,0,0,0,0
FBgn0265896,0,0,0,0,0,0,0
FBgn0265897,3,6,2,5,18,5,2
MSTRG.1071,306,229,308,334,631,262,295
MSTRG.1070,173,90,88,152,264,116,121
MSTRG.1073,299,139,199,173,512,194,184
MSTRG.1072,306,229,0,334,631,262,295
MSTRG.18791,6,4,4,4,32,0,6
MSTRG.1074,11,5,14,7,38,7,22
MSTRG.18793,1357,863,867,720,2802,804,1074
MSTRG.1076,291,258,234,219,614,145,217
MSTRG.14621,5,3,6,13,13,10,3
MSTRG.1078,124,153,98,69,227,106,65
MSTRG.14623,0,0,0,11,0,2,0
MSTRG.14622,116,65,73,74,349,86,96
MSTRG.18799,5049,3873,4855,2234,10121,4162,3794
MSTRG.18798,980,711,611,597,1612,551,616
MSTRG.14627,5,0,0,0,0,0,0
MSTRG.14626,33,43,11,29,68,21,26
FBgn0036089,0,0,0,0,0,0,0
FBgn0036083,0,0,9,5,0,7,0
FBgn0036080,0,0,8,7,6,0,0
MSTRG.17988,4,7,3,12,27,8,16
FBgn0053358,0,0,0,0,1,0,1
FBgn0053359,0,0,0,0,0,0,0
FBgn0053356,0,0,0,0,0,0,0
FBgn0053357,0,0,0,0,1,0,0
FBgn0053354,0,0,0,0,1,1,0
FBgn0053355,0,1,0,0,1,0,1
FBgn0053353,1,0,0,0,2,0,0
MSTRG.19684,3,5,0,0,100,0,12
MSTRG.17985,266,173,167,150,422,154,150
MSTRG.19686,392,369,233,187,314,101,192
MSTRG.19687,16,0,0,15,111,15,22
MSTRG.19680,11,5,4,8,3,5,4
MSTRG.19681,5,1,0,4,3,3,4
MSTRG.19682,49,23,44,39,105,42,35
MSTRG.17984,4316,3301,2741,3106,6776,2967,2817
MSTRG.19688,0,4,15,17,7,1,2
MSTRG.17987,26,6,20,7,65,10,21
MSTRG.17986,21,0,10,0,6,7,0
MSTRG.13602,1130,1144,696,1021,1659,1227,752
MSTRG.17980,12,2,2,0,16,0,13
MSTRG.13079,0,8,0,2,0,0,1
MSTRG.13078,1101,1171,742,688,1422,763,871
MSTRG.17983,7373,5688,4192,3351,13852,4140,5283
MSTRG.13071,434,368,452,335,861,318,324
MSTRG.13070,2975,3049,2112,1768,5200,2074,1869
MSTRG.13073,1,3,17,0,13,0,12
MSTRG.13072,6385,4461,3536,4153,10317,4410,4283
MSTRG.13075,602,474,400,594,1100,493,381
MSTRG.13074,320,280,351,8,2022,9,279
MSTRG.13077,428,215,312,260,843,234,228
MSTRG.13076,1064,790,516,709,1483,772,702
MSTRG.12308,565,113,1755,1612,8309,1761,2590
MSTRG.12309,859,569,659,719,1935,609,645
MSTRG.19538,2988,3728,1969,1745,4460,1560,1246
MSTRG.19539,2386,1407,2240,1695,5101,2205,1987
MSTRG.12300,193,116,108,73,223,95,111
MSTRG.19537,5214,3945,2615,3094,9125,3525,3759
MSTRG.19534,2406,17963,15,4,4403,1021,2
MSTRG.19535,463380,1092517,387663,315645,952814,443883,279113
MSTRG.12304,616,499,501,359,1485,301,595
MSTRG.1998,27,37,17,20,22,13,12
MSTRG.19530,35,29,35,42,95,39,25
MSTRG.12307,1090,1479,1764,1322,2577,870,410
MSTRG.6935,14,44,6,13,35,20,5
MSTRG.6934,389,406,278,291,738,205,169
MSTRG.6937,3,0,0,0,6,2,5
MSTRG.6936,51,21,2309,15,78,732,42
FBgn0250834,0,0,0,0,0,0,0
MSTRG.6930,93,81,52,42,153,61,53
MSTRG.6933,62,34,61,67,125,31,51
MSTRG.6932,1635,2148,1250,1236,2478,848,748
MSTRG.12559,31,27,22,18,75,21,30
MSTRG.6939,0,18,6,16,50,45,24
MSTRG.6938,92,79,142,20,27,90,112
MSTRG.12558,33,16,18,30,96,24,17
MSTRG.2038,0,0,0,0,0,0,0
MSTRG.2039,37,30,30,56,96,37,61
MSTRG.7048,0,0,3,0,0,0,9
MSTRG.7049,3,2,2,0,4,2,7
MSTRG.7046,2900,2622,1187,930,2577,761,862
MSTRG.7047,0,0,0,0,12,0,8
MSTRG.2032,174,198,155,75,329,91,72
MSTRG.7045,2356,1983,1016,1033,2083,719,734
MSTRG.2034,902,998,748,610,2059,660,679
MSTRG.7043,0,0,0,0,0,0,0
MSTRG.2036,317,189,214,159,559,124,116
MSTRG.2037,19692,25714,14324,11720,29398,10200,9335
MSTRG.12555,6,3,2,6,2,0,0
MSTRG.15391,66,26,32,37,128,63,39
MSTRG.12554,24,0,7,29,36,10,21
MSTRG.1990,5,6,0,8,44,10,3
MSTRG.12556,0,0,3,0,2,2,1
MSTRG.12551,8,0,4,10,18,3,7
MSTRG.12550,24,32,32,20,144,45,44
MSTRG.1994,391,520,340,210,534,251,193
MSTRG.12552,1,2,5,6,38,9,9
MSTRG.9381,90,73,101,84,211,111,69
MSTRG.9380,9765,6001,5265,6193,15357,7213,7468
FBgn0052061,0,0,0,0,0,3,0
MSTRG.12387,2621,141,253,0,21823,5498,6497
MSTRG.3349,1188,1122,805,771,2109,723,586
MSTRG.3348,334,251,229,246,722,193,251
MSTRG.3341,558,328,358,310,1072,299,289
MSTRG.3340,96,73,103,134,171,73,84
MSTRG.3343,538,403,380,404,1077,490,373
MSTRG.3342,181,129,140,89,284,118,124
MSTRG.3345,607,649,489,748,1403,439,423
MSTRG.3344,21,34,33,20,69,21,13
MSTRG.3347,110,165,157,152,221,77,97
MSTRG.3346,249,139,117,93,339,153,170
MSTRG.284,0,0,0,0,14,0,0
MSTRG.285,0,0,0,0,0,0,4
MSTRG.286,2486,1513,1943,2615,6927,2226,2341
MSTRG.287,2486,1513,1943,2615,6927,2226,2341
MSTRG.280,0,0,0,116,0,67,0
MSTRG.281,0,0,0,0,0,0,13
MSTRG.282,72,0,98,89,270,77,108
MSTRG.283,72,0,97,89,0,77,108
MSTRG.288,0,0,0,10,0,0,40
MSTRG.289,0,0,0,16,30,12,29
MSTRG.8449,3,9,7,0,9,0,0
MSTRG.8448,10008,7445,6297,6479,15219,6912,7121
MSTRG.3411,3755,2271,2348,2553,7086,2467,2527
MSTRG.3410,309,281,219,161,434,146,174
MSTRG.8445,72,81,73,50,97,23,47
MSTRG.19990,42,261,88,275,606,224,266
MSTRG.665,600,549,413,337,1078,301,334
MSTRG.5401,139,65,87,37,128,50,50
MSTRG.8443,750,494,443,536,1570,507,494
FBgn0085331,0,0,6,3,4,0,6
MSTRG.5402,178,151,127,122,214,112,116
MSTRG.663,899,572,445,458,1302,574,512
MSTRG.20613,1410,1158,1466,1086,3364,1197,1215
MSTRG.20612,79,64,68,50,125,48,48
MSTRG.20611,25,58,41,37,163,17,34
MSTRG.20610,94,67,73,51,142,45,44
MSTRG.20617,43,40,33,28,55,23,21
MSTRG.20616,0,6,0,1,11,0,2
MSTRG.20615,103,107,100,89,154,75,61
MSTRG.20614,57,50,52,40,66,36,36
MSTRG.5404,41,16,26,32,65,11,32
MSTRG.20619,30,25,28,18,11,15,18
MSTRG.20618,45,40,35,23,46,25,21
MSTRG.19995,1060,713,682,635,1755,643,603
MSTRG.860,21110,36914,24375,12590,50758,17345,13635
MSTRG.861,0,0,0,0,0,0,0
MSTRG.862,0,0,0,0,0,0,0
MSTRG.863,3985,2835,8751,3710,29470,3923,7819
MSTRG.864,138,81,102,83,225,85,79
MSTRG.5406,26,21,17,13,35,14,0
MSTRG.866,331,209,137,135,369,112,113
MSTRG.867,19,14,27,0,53,19,18
MSTRG.868,5,0,3,5,6,6,5
MSTRG.869,3,12,13,6,27,6,10
MSTRG.19997,36,31,25,24,38,25,13
MSTRG.5504,10,7,3,3,0,5,0
MSTRG.5408,42,25,29,20,35,17,22
MSTRG.5409,0,0,0,0,0,0,0
FBgn0051840,0,0,0,2,3,0,0
MSTRG.5581,17,17,7,7,46,8,10
MSTRG.5580,10,20,42,25,55,16,35
MSTRG.5583,990,737,572,543,1281,768,637
MSTRG.5582,0,0,0,0,0,0,0
MSTRG.5585,359,22,22,17,73,9,29
MSTRG.5584,0,0,0,0,0,0,0
MSTRG.5587,6,0,0,0,4,0,0
MSTRG.5586,0,0,2,2,7,8,4
MSTRG.5589,88458,128996,58234,46163,102205,45194,38894
MSTRG.5588,2514,2242,1269,901,2439,1158,913
FBgn0045497,0,0,0,0,0,6,0
FBgn0045498,0,0,0,0,0,0,0
MSTRG.6588,577,440,332,309,973,297,314
MSTRG.6589,157,195,136,69,381,141,113
MSTRG.6584,15,25,24,44,57,15,16
MSTRG.6585,422,308,598,756,2041,555,726
MSTRG.6586,708,1057,665,524,1281,489,374
MSTRG.6587,791,527,595,513,1282,471,474
MSTRG.6580,2125,11,6,7,42,10,34
MSTRG.6581,97,74,234,319,566,223,213
MSTRG.6582,3,3,8,9,10,6,9
MSTRG.6583,0,0,0,0,3,1,1
MSTRG.6056,5,0,7,0,5,0,0
MSTRG.6057,88,32,19,41,82,37,59
MSTRG.6054,83,79,46,50,132,50,62
MSTRG.6055,79,22,43,57,44,24,22
MSTRG.6052,5605,6935,5454,3647,9418,3779,3697
MSTRG.6053,977,659,517,612,1650,641,788
MSTRG.6050,1885,1295,1099,1404,3316,1663,1525
MSTRG.6051,164,199,192,178,310,139,141
MSTRG.6058,1663,1432,1117,959,2264,969,815
MSTRG.6059,6,5,10,29,24,22,5
MSTRG.10304,165,97,79,67,275,83,127
MSTRG.11509,466,434,317,200,821,232,214
MSTRG.10228,45,30,43,54,149,41,38
MSTRG.11507,94,80,74,57,171,35,54
MSTRG.11506,390,304,302,302,986,277,262
MSTRG.11505,41,15,12,15,116,29,49
MSTRG.11504,9572,8270,5375,11571,18190,9543,7461
MSTRG.11503,534,321,473,415,1238,363,304
MSTRG.11502,841,570,506,617,1512,678,702
MSTRG.11501,1065,1239,767,568,1566,714,582
MSTRG.11500,2172,1377,1344,1610,3430,1538,1503
FBgn0040959,0,0,3,0,17,0,0
MSTRG.14629,380,387,307,226,522,240,181
MSTRG.15994,0,0,0,0,0,0,0
MSTRG.15995,264,180,175,162,477,195,190
MSTRG.15996,1062,854,991,1058,2891,897,779
MSTRG.15997,339,257,489,472,841,296,351
MSTRG.15990,206,150,133,104,382,110,145
MSTRG.15991,0,0,3,10,41,2,0
MSTRG.15992,0,9,3,38,14,5,11
MSTRG.15993,1044,853,1278,999,3642,1087,1181
MSTRG.15998,439,277,413,543,760,370,341
MSTRG.15999,60,31,57,30,130,83,37
MSTRG.14029,132,92,110,170,325,88,83
MSTRG.14028,6,21,7,21,39,7,5
MSTRG.14027,0,0,0,0,3,0,0
MSTRG.14026,912,438,528,516,1789,541,606
MSTRG.14025,0,3,0,3,0,0,3
MSTRG.14024,165,239,209,139,515,135,147
MSTRG.14023,387,314,213,267,723,165,202
MSTRG.14022,87,91,71,71,196,43,80
MSTRG.14021,14,0,3,13,23,6,0
MSTRG.14020,2,1,0,3,4,2,0
MSTRG.20938,15,12,46,79,107,30,30
MSTRG.20939,14,11,47,78,95,30,33
MSTRG.20936,7000,4093,4957,4478,11972,5847,6566
MSTRG.20937,296,300,1730,1876,5538,1262,1420
MSTRG.20934,25,18,54,21,51,25,21
MSTRG.20935,0,0,0,0,0,0,0
MSTRG.20932,0,0,1,2,0,3,1
MSTRG.20933,75,70,41,35,153,39,40
MSTRG.20930,8,5,7,13,18,6,21
MSTRG.20931,41,27,30,35,83,38,47
MSTRG.10223,173,188,203,209,367,112,123
MSTRG.13835,244,102,122,103,423,135,181
MSTRG.13834,344,152,174,217,434,188,189
MSTRG.13837,17,19,16,19,41,20,4
MSTRG.17397,0,0,0,0,0,0,0
MSTRG.17390,323,510,7005,575,24396,513,5696
MSTRG.13830,16,4,13,11,2,37,4
MSTRG.10225,88,38,39,69,93,55,41
MSTRG.17392,21,12,16,27,33,21,24
MSTRG.13832,267,217,169,221,561,150,219
MSTRG.13839,347,279,219,216,596,201,208
MSTRG.17399,83,46,0,0,134,0,0
MSTRG.13279,9,22,25,16,31,11,10
MSTRG.13278,33,52,40,62,46,33,22
MSTRG.13277,0,0,4,3,12,0,0
MSTRG.13276,109,129,92,51,87,82,63
MSTRG.13275,0,0,0,0,5,7,0
MSTRG.13274,0,0,0,0,0,0,0
MSTRG.13273,0,2,0,4,6,1,2
MSTRG.10227,27,23,16,55,66,18,34
MSTRG.13271,2,2,7,2,24,5,0
MSTRG.13270,700,805,778,765,1689,709,591
MSTRG.19338,367,263,905,1161,2313,805,979
MSTRG.19339,3,3,30,11,8,13,7
MSTRG.19334,58,55,94,157,289,85,118
MSTRG.19335,22,28,36,66,177,41,65
MSTRG.19336,2,0,1,2,5,10,1
MSTRG.19337,26,6,3,0,17,6,11
MSTRG.19330,0,5,4,5,15,7,3
MSTRG.19331,0,3,4,3,4,2,3
MSTRG.19332,6,1,14,3,5,3,3
MSTRG.19333,3,2,3,0,6,0,3
MSTRG.10226,4,7,4,4,15,1,5
MSTRG.2238,19,0,25,0,330,49,83
MSTRG.2239,3,0,3,26,28,21,10
MSTRG.2236,1069,1073,702,638,1769,694,626
MSTRG.2237,3,1,7,3,28,4,7
MSTRG.2234,447,325,348,208,790,224,217
MSTRG.2235,6,0,0,0,0,7,0
MSTRG.2232,0,0,0,0,0,0,0
MSTRG.2233,240,216,157,188,565,160,114
MSTRG.2230,6,5,9,13,41,8,9
MSTRG.2231,12174,13276,6768,5397,15971,5594,4600
MSTRG.16317,9,16,8,7,11,6,5
MSTRG.16316,1179,1065,431,430,1106,326,298
MSTRG.16315,1,2,2,2,7,14,3
MSTRG.16314,15,12,20,21,27,17,13
MSTRG.16313,22,6,26,34,32,11,14
MSTRG.16312,0,0,0,3,10,4,4
MSTRG.16311,60,33,38,33,77,35,41
MSTRG.16310,77,111,69,46,34,28,40
MSTRG.16319,17,7,12,10,33,5,17
MSTRG.16318,51,52,48,27,106,11,25
FBgn0052643,2,0,6,0,5,2,3
MSTRG.2580,0,3,0,0,13,6,2
MSTRG.1383,18,3,7,14,22,8,5
MSTRG.2582,34,48,65,129,168,74,78
MSTRG.13898,7,1,1,2,26,8,0
MSTRG.2584,27,20,51,24,45,16,18
MSTRG.2585,353,263,249,236,566,209,173
MSTRG.2586,0,0,0,0,5,3,7
MSTRG.2587,2,0,9,16,35,4,11
MSTRG.13893,12,14,7,5,8,4,13
MSTRG.13892,7,0,2,0,0,0,2
MSTRG.13891,0,2,0,0,0,0,0
MSTRG.13890,55104,74428,46077,40972,84965,29729,31130
MSTRG.13897,200,154,165,279,800,334,291
MSTRG.13896,0,0,0,0,0,0,0
MSTRG.13895,9,5,4,2,3,2,1
MSTRG.13894,0,0,0,0,0,0,0
MSTRG.14118,2071,1423,1453,1774,4020,1659,1529
FBgn0262480,0,0,0,0,0,0,0
MSTRG.6175,668,420,429,434,1224,439,466
MSTRG.18642,30247,43410,25452,20429,49260,18042,17069
MSTRG.18641,302,301,183,194,339,196,153
MSTRG.1384,2,4,0,8,58,0,2
MSTRG.14113,118,76,93,92,153,74,58
FBgn0265142,1,0,0,0,0,3,0
FBgn0265143,0,0,0,0,0,0,0
FBgn0265144,0,0,0,1,3,0,2
FBgn0265145,0,0,3,0,0,0,0
FBgn0265147,0,4,0,0,14,0,10
MSTRG.14111,257,231,240,205,602,240,185
MSTRG.12548,1,0,2,3,1,0,2
MSTRG.14110,110,113,87,62,242,49,39
MSTRG.14115,1003,1782,1068,807,1419,868,602
MSTRG.3189,451,300,260,184,615,225,245
MSTRG.3188,6514,4563,3741,3838,10735,4031,3898
MSTRG.3187,678,847,586,404,1374,418,395
MSTRG.3186,167,133,83,119,197,115,63
MSTRG.3185,1249,789,633,543,1951,793,693
MSTRG.3184,15,6,28,19,23,6,9
MSTRG.3183,13,6,45,3,8,13,0
MSTRG.3182,80,42,40,55,125,19,46
MSTRG.3181,37,10,14,18,58,14,6
MSTRG.3180,1149,1037,1024,1203,2940,1122,1065
FBgn0260644,0,0,0,0,0,0,0
FBgn0260646,0,0,0,0,0,0,0
FBgn0260643,0,0,0,0,0,0,0
MSTRG.8667,119,58,57,92,162,39,54
MSTRG.8666,1162,1039,722,513,1987,526,501
MSTRG.8665,643,609,679,382,1460,389,489
MSTRG.8664,112,116,150,69,330,78,128
MSTRG.8663,97,81,56,56,101,50,45
MSTRG.8662,222,155,134,134,306,111,122
MSTRG.8661,3133,3419,1943,1521,4912,1860,1343
MSTRG.8660,2688,1978,2326,2041,4870,2682,2554
MSTRG.8669,871,736,367,522,1214,618,568
MSTRG.8668,26,9,10,2,32,16,7
MSTRG.9134,504,182,322,225,870,246,277
